date,type,value,unit,model
2024-07-31 17:39:21,1,78.348,-3,Body Smart
2024-07-31 17:39:21,5,61.78,-2,Body Smart
2024-07-31 17:39:21,8,16.56,-2,Body Smart
2024-07-31 17:39:21,76,58.69,-2,Body Smart
2024-07-31 17:39:21,77,45.26,-2,Body Smart
2024-07-31 17:39:21,88,3.08,-2,Body Smart
2024-07-31 17:39:21,170,3.0,-1,Body Smart
2024-07-31 17:39:21,226,1797.0,0,Body Smart
2024-07-31 17:39:21,6,21.136,-3,Body Smart
2024-07-31 04:15:35,1,77.571,-3,Body Smart
2024-07-31 04:15:35,5,60.14,-2,Body Smart
2024-07-31 04:15:35,8,17.43,-2,Body Smart
2024-07-31 04:15:35,76,57.13,-2,Body Smart
2024-07-31 04:15:35,77,42.09,-2,Body Smart
2024-07-31 04:15:35,88,3.0,-2,Body Smart
2024-07-31 04:15:35,170,3.2,-1,Body Smart
2024-07-31 04:15:35,226,1748.0,0,Body Smart
2024-07-31 04:15:35,6,22.47,-3,Body Smart
2024-07-30 18:03:31,1,77.619,-3,Body Smart
2024-07-30 18:03:31,5,61.24,-2,Body Smart
2024-07-30 18:03:31,8,16.37,-2,Body Smart
2024-07-30 18:03:31,76,58.18,-2,Body Smart
2024-07-30 18:03:31,77,43.96,-2,Body Smart
2024-07-30 18:03:31,88,3.0500000000000003,-2,Body Smart
2024-07-30 18:03:31,170,3.0,-1,Body Smart
2024-07-30 18:03:31,226,1780.0,0,Body Smart
2024-07-30 18:03:31,6,21.09,-3,Body Smart
2024-07-30 05:37:20,1,77.415,-3,Body Smart
2024-07-30 05:37:20,5,60.22,-2,Body Smart
2024-07-30 05:37:20,8,17.18,-2,Body Smart
2024-07-30 05:37:20,76,57.21,-2,Body Smart
2024-07-30 05:37:20,77,42.410000000000004,-2,Body Smart
2024-07-30 05:37:20,88,3.0,-2,Body Smart
2024-07-30 05:37:20,170,3.2,-1,Body Smart
2024-07-30 05:37:20,226,1750.0,0,Body Smart
2024-07-30 05:37:20,6,22.192,-3,Body Smart
2024-07-29 22:11:38,1,78.09700000000001,-3,Body Smart
2024-07-29 22:11:38,5,61.13,-2,Body Smart
2024-07-29 22:11:38,8,16.96,-2,Body Smart
2024-07-29 22:11:38,76,58.08,-2,Body Smart
2024-07-29 22:11:38,77,43.53,-2,Body Smart
2024-07-29 22:11:38,88,3.0500000000000003,-2,Body Smart
2024-07-29 22:11:38,170,3.1,-1,Body Smart
2024-07-29 22:11:38,226,1778.0,0,Body Smart
2024-07-29 22:11:38,6,21.717,-3,Body Smart
2024-07-29 17:12:12,1,78.121,-3,Body Smart
2024-07-29 17:12:12,5,61.29,-2,Body Smart
2024-07-29 17:12:12,8,16.82,-2,Body Smart
2024-07-29 17:12:12,76,58.230000000000004,-2,Body Smart
2024-07-29 17:12:12,77,44.410000000000004,-2,Body Smart
2024-07-29 17:12:12,88,3.06,-2,Body Smart
2024-07-29 17:12:12,170,3.1,-1,Body Smart
2024-07-29 17:12:12,226,1782.0,0,Body Smart
2024-07-29 17:12:12,6,21.531,-3,Body Smart
2024-07-29 04:18:38,1,78.168,-3,Body Smart
2024-07-29 04:18:38,5,60.7,-2,Body Smart
2024-07-29 04:18:38,8,17.46,-2,Body Smart
2024-07-29 04:18:38,76,57.67,-2,Body Smart
2024-07-29 04:18:38,77,42.86,-2,Body Smart
2024-07-29 04:18:38,88,3.0300000000000002,-2,Body Smart
2024-07-29 04:18:38,170,3.2,-1,Body Smart
2024-07-29 04:18:38,226,1765.0,0,Body Smart
2024-07-29 04:18:38,6,22.337,-3,Body Smart
2024-07-28 22:02:10,1,78.324,-3,Body Smart
2024-07-28 22:02:10,5,61.38,-2,Body Smart
2024-07-28 22:02:10,8,16.94,-2,Body Smart
2024-07-28 22:02:10,76,58.31,-2,Body Smart
2024-07-28 22:02:10,77,44.19,-2,Body Smart
2024-07-28 22:02:10,88,3.06,-2,Body Smart
2024-07-28 22:02:10,170,3.1,-1,Body Smart
2024-07-28 22:02:10,226,1785.0,0,Body Smart
2024-07-28 22:02:10,6,21.628,-3,Body Smart
2024-07-28 17:42:13,1,78.455,-3,Body Smart
2024-07-28 17:42:13,5,62.07,-2,Body Smart
2024-07-28 17:42:13,8,16.37,-2,Body Smart
2024-07-28 17:42:13,76,58.97,-2,Body Smart
2024-07-28 17:42:13,77,45.72,-2,Body Smart
2024-07-28 17:42:13,88,3.1,-2,Body Smart
2024-07-28 17:42:13,170,3.0,-1,Body Smart
2024-07-28 17:42:13,226,1805.0,0,Body Smart
2024-07-28 17:42:13,6,20.865000000000002,-3,Body Smart
2024-07-28 08:18:01,1,77.69,-3,Body Smart
2024-07-28 08:18:01,5,60.45,-2,Body Smart
2024-07-28 08:18:01,8,17.23,-2,Body Smart
2024-07-28 08:18:01,76,57.43,-2,Body Smart
2024-07-28 08:18:01,77,42.800000000000004,-2,Body Smart
2024-07-28 08:18:01,88,3.0100000000000002,-2,Body Smart
2024-07-28 08:18:01,170,3.2,-1,Body Smart
2024-07-28 08:18:01,226,1757.0,0,Body Smart
2024-07-28 08:18:01,6,22.178,-3,Body Smart
2024-07-28 06:07:13,1,77.714,-3,Body Smart
2024-07-28 06:07:13,5,60.04,-2,Body Smart
2024-07-28 06:07:13,8,17.67,-2,Body Smart
2024-07-28 06:07:13,76,57.04,-2,Body Smart
2024-07-28 06:07:13,77,41.88,-2,Body Smart
2024-07-28 06:07:13,88,2.99,-2,Body Smart
2024-07-28 06:07:13,170,3.2,-1,Body Smart
2024-07-28 06:07:13,226,1745.0,0,Body Smart
2024-07-28 06:07:13,6,22.737000000000002,-3,Body Smart
2024-07-27 17:03:32,1,78.025,-3,Body Smart
2024-07-27 17:03:32,5,60.660000000000004,-2,Body Smart
2024-07-27 17:03:32,8,17.35,-2,Body Smart
2024-07-27 17:03:32,76,57.63,-2,Body Smart
2024-07-27 17:03:32,77,43.050000000000004,-2,Body Smart
2024-07-27 17:03:32,88,3.0300000000000002,-2,Body Smart
2024-07-27 17:03:32,170,3.2,-1,Body Smart
2024-07-27 17:03:32,226,1764.0,0,Body Smart
2024-07-27 17:03:32,6,22.236,-3,Body Smart
2024-07-27 12:18:29,1,77.583,-3,Body Smart
2024-07-27 12:18:29,5,60.63,-2,Body Smart
2024-07-27 12:18:29,8,16.94,-2,Body Smart
2024-07-27 12:18:29,76,57.61,-2,Body Smart
2024-07-27 12:18:29,77,43.0,-2,Body Smart
2024-07-27 12:18:29,88,3.02,-2,Body Smart
2024-07-27 12:18:29,170,3.1,-1,Body Smart
2024-07-27 12:18:29,226,1762.0,0,Body Smart
2024-07-27 12:18:29,6,21.835,-3,Body Smart
2024-07-27 06:47:45,1,78.025,-3,Body Smart
2024-07-27 06:47:45,5,60.42,-2,Body Smart
2024-07-27 06:47:45,8,17.59,-2,Body Smart
2024-07-27 06:47:45,76,57.410000000000004,-2,Body Smart
2024-07-27 06:47:45,77,42.45,-2,Body Smart
2024-07-27 06:47:45,88,3.0100000000000002,-2,Body Smart
2024-07-27 06:47:45,170,3.2,-1,Body Smart
2024-07-27 06:47:45,226,1757.0,0,Body Smart
2024-07-27 06:47:45,6,22.544,-3,Body Smart
2024-07-26 21:59:20,1,78.264,-3,Body Smart
2024-07-26 21:59:20,5,60.800000000000004,-2,Body Smart
2024-07-26 21:59:20,8,17.45,-2,Body Smart
2024-07-26 21:59:20,76,57.77,-2,Body Smart
2024-07-26 21:59:20,77,43.13,-2,Body Smart
2024-07-26 21:59:20,88,3.0300000000000002,-2,Body Smart
2024-07-26 21:59:20,170,3.2,-1,Body Smart
2024-07-26 21:59:20,226,1769.0,0,Body Smart
2024-07-26 21:59:20,6,22.296,-3,Body Smart
2024-07-26 16:04:54,1,78.001,-3,Body Smart
2024-07-26 16:04:54,5,60.9,-2,Body Smart
2024-07-26 16:04:54,8,17.09,-2,Body Smart
2024-07-26 16:04:54,76,57.86,-2,Body Smart
2024-07-26 16:04:54,77,43.21,-2,Body Smart
2024-07-26 16:04:54,88,3.04,-2,Body Smart
2024-07-26 16:04:54,170,3.1,-1,Body Smart
2024-07-26 16:04:54,226,1771.0,0,Body Smart
2024-07-26 16:04:54,6,21.91,-3,Body Smart
2024-07-26 13:59:20,1,78.443,-3,Body Smart
2024-07-26 13:59:20,5,61.31,-2,Body Smart
2024-07-26 13:59:20,8,17.13,-2,Body Smart
2024-07-26 13:59:20,76,58.24,-2,Body Smart
2024-07-26 13:59:20,77,44.09,-2,Body Smart
2024-07-26 13:59:20,88,3.06,-2,Body Smart
2024-07-26 13:59:20,170,3.1,-1,Body Smart
2024-07-26 13:59:20,226,1783.0,0,Body Smart
2024-07-26 13:59:20,6,21.838,-3,Body Smart
2024-07-26 04:24:05,1,77.953,-3,Body Smart
2024-07-26 04:24:05,5,60.34,-2,Body Smart
2024-07-26 04:24:05,8,17.6,-2,Body Smart
2024-07-26 04:24:05,76,57.33,-2,Body Smart
2024-07-26 04:24:05,77,42.4,-2,Body Smart
2024-07-26 04:24:05,88,3.0100000000000002,-2,Body Smart
2024-07-26 04:24:05,170,3.2,-1,Body Smart
2024-07-26 04:24:05,226,1755.0,0,Body Smart
2024-07-26 04:24:05,6,22.578,-3,Body Smart
2024-07-25 17:51:04,1,78.706,-3,Body Smart
2024-07-25 17:51:04,5,60.800000000000004,-2,Body Smart
2024-07-25 17:51:04,8,17.900000000000002,-2,Body Smart
2024-07-25 17:51:04,76,57.75,-2,Body Smart
2024-07-25 17:51:04,77,44.79,-2,Body Smart
2024-07-25 17:51:04,88,3.04,-2,Body Smart
2024-07-25 17:51:04,170,3.2,-1,Body Smart
2024-07-25 17:51:04,226,1769.0,0,Body Smart
2024-07-25 17:51:04,6,22.743000000000002,-3,Body Smart
2024-07-25 04:25:39,1,78.407,-3,Body Smart
2024-07-25 04:25:39,5,60.77,-2,Body Smart
2024-07-25 04:25:39,8,17.63,-2,Body Smart
2024-07-25 04:25:39,76,57.74,-2,Body Smart
2024-07-25 04:25:39,77,43.02,-2,Body Smart
2024-07-25 04:25:39,88,3.0300000000000002,-2,Body Smart
2024-07-25 04:25:39,170,3.2,-1,Body Smart
2024-07-25 04:25:39,226,1768.0,0,Body Smart
2024-07-25 04:25:39,6,22.485,-3,Body Smart
2024-07-25 04:21:08,1,78.81400000000001,-3,Body Smart
2024-07-25 04:21:08,5,60.72,-2,Body Smart
2024-07-25 04:21:08,8,18.080000000000002,-2,Body Smart
2024-07-25 04:21:08,76,57.69,-2,Body Smart
2024-07-25 04:21:08,77,42.74,-2,Body Smart
2024-07-25 04:21:08,88,3.0300000000000002,-2,Body Smart
2024-07-25 04:21:08,170,3.3000000000000003,-1,Body Smart
2024-07-25 04:21:08,226,1767.0,0,Body Smart
2024-07-25 04:21:08,6,22.94,-3,Body Smart
2024-07-24 18:00:05,1,78.156,-3,Body Smart
2024-07-24 17:40:07,1,78.19200000000001,-3,Body Smart
2024-07-24 17:40:07,5,61.620000000000005,-2,Body Smart
2024-07-24 17:40:07,8,16.56,-2,Body Smart
2024-07-24 17:40:07,76,58.54,-2,Body Smart
2024-07-24 17:40:07,77,44.96,-2,Body Smart
2024-07-24 17:40:07,88,3.08,-2,Body Smart
2024-07-24 17:40:07,170,3.0,-1,Body Smart
2024-07-24 17:40:07,226,1792.0,0,Body Smart
2024-07-24 17:40:07,6,21.179000000000002,-3,Body Smart
2024-07-24 04:02:21,1,78.07300000000001,-3,Body Smart
2024-07-24 04:02:21,5,59.96,-2,Body Smart
2024-07-24 04:02:21,8,18.1,-2,Body Smart
2024-07-24 04:02:21,76,56.97,-2,Body Smart
2024-07-24 04:02:21,77,41.68,-2,Body Smart
2024-07-24 04:02:21,88,2.98,-2,Body Smart
2024-07-24 04:02:21,170,3.3000000000000003,-1,Body Smart
2024-07-24 04:02:21,226,1744.0,0,Body Smart
2024-07-24 04:02:21,6,23.183,-3,Body Smart
2024-07-23 20:05:27,1,78.121,-3,Body Smart
2024-07-23 20:05:27,5,61.050000000000004,-2,Body Smart
2024-07-23 20:05:27,8,17.06,-2,Body Smart
2024-07-23 20:05:27,76,58.0,-2,Body Smart
2024-07-23 20:05:27,77,43.45,-2,Body Smart
2024-07-23 20:05:27,88,3.04,-2,Body Smart
2024-07-23 20:05:27,170,3.1,-1,Body Smart
2024-07-23 20:05:27,226,1775.0,0,Body Smart
2024-07-23 20:05:27,6,21.838,-3,Body Smart
2024-07-23 15:01:35,1,78.73,-3,Body Smart
2024-07-23 05:25:49,1,78.07300000000001,-3,Body Smart
2024-07-23 05:25:49,5,60.44,-2,Body Smart
2024-07-23 05:25:49,8,17.63,-2,Body Smart
2024-07-23 05:25:49,76,57.42,-2,Body Smart
2024-07-23 05:25:49,77,42.72,-2,Body Smart
2024-07-23 05:25:49,88,3.0100000000000002,-2,Body Smart
2024-07-23 05:25:49,170,3.2,-1,Body Smart
2024-07-23 05:25:49,226,1758.0,0,Body Smart
2024-07-23 05:25:49,6,22.581,-3,Body Smart
2024-07-23 05:12:05,1,78.682,-3,Body Smart
2024-07-23 05:12:05,5,60.79,-2,Body Smart
2024-07-23 05:12:05,8,17.88,-2,Body Smart
2024-07-23 05:12:05,76,57.76,-2,Body Smart
2024-07-23 05:12:05,77,42.76,-2,Body Smart
2024-07-23 05:12:05,88,3.0300000000000002,-2,Body Smart
2024-07-23 05:12:05,170,3.3000000000000003,-1,Body Smart
2024-07-23 05:12:05,226,1769.0,0,Body Smart
2024-07-23 05:12:05,6,22.724,-3,Body Smart
2024-07-22 17:49:13,1,78.85000000000001,-3,Body Smart
2024-07-22 17:49:13,5,61.85,-2,Body Smart
2024-07-22 17:49:13,8,16.990000000000002,-2,Body Smart
2024-07-22 17:49:13,76,58.76,-2,Body Smart
2024-07-22 17:49:13,77,45.19,-2,Body Smart
2024-07-22 17:49:13,88,3.09,-2,Body Smart
2024-07-22 17:49:13,170,3.1,-1,Body Smart
2024-07-22 17:49:13,226,1800.0,0,Body Smart
2024-07-22 17:49:13,6,21.547,-3,Body Smart
2024-07-22 04:36:25,1,78.18,-3,Body Smart
2024-07-22 04:36:25,5,60.38,-2,Body Smart
2024-07-22 04:36:25,8,17.79,-2,Body Smart
2024-07-22 04:36:25,76,57.36,-2,Body Smart
2024-07-22 04:36:25,77,42.33,-2,Body Smart
2024-07-22 04:36:25,88,3.0100000000000002,-2,Body Smart
2024-07-22 04:36:25,170,3.3000000000000003,-1,Body Smart
2024-07-22 04:36:25,226,1756.0,0,Body Smart
2024-07-22 04:36:25,6,22.755,-3,Body Smart
2024-07-21 19:22:44,1,78.491,-3,Body Smart
2024-07-21 19:22:44,5,61.11,-2,Body Smart
2024-07-21 19:22:44,8,17.37,-2,Body Smart
2024-07-21 19:22:44,76,58.06,-2,Body Smart
2024-07-21 19:22:44,77,43.72,-2,Body Smart
2024-07-21 19:22:44,88,3.0500000000000003,-2,Body Smart
2024-07-21 19:22:44,170,3.2,-1,Body Smart
2024-07-21 19:22:44,226,1778.0,0,Body Smart
2024-07-21 19:22:44,6,22.13,-3,Body Smart
2024-07-21 13:18:53,1,77.834,-3,Body Smart
2024-07-21 13:18:53,5,60.64,-2,Body Smart
2024-07-21 13:18:53,8,17.18,-2,Body Smart
2024-07-21 13:18:53,76,57.61,-2,Body Smart
2024-07-21 13:18:53,77,42.72,-2,Body Smart
2024-07-21 13:18:53,88,3.02,-2,Body Smart
2024-07-21 13:18:53,170,3.2,-1,Body Smart
2024-07-21 13:18:53,226,1763.0,0,Body Smart
2024-07-21 13:18:53,6,22.073,-3,Body Smart
2024-07-21 10:31:42,1,78.037,-3,Body Smart
2024-07-21 10:31:42,5,60.46,-2,Body Smart
2024-07-21 10:31:42,8,17.57,-2,Body Smart
2024-07-21 10:31:42,76,57.44,-2,Body Smart
2024-07-21 10:31:42,77,42.660000000000004,-2,Body Smart
2024-07-21 10:31:42,88,3.0100000000000002,-2,Body Smart
2024-07-21 10:31:42,170,3.2,-1,Body Smart
2024-07-21 10:31:42,226,1758.0,0,Body Smart
2024-07-21 10:31:42,6,22.515,-3,Body Smart
2024-07-21 09:15:50,1,78.24,-3,Body Smart
2024-07-21 09:15:50,5,60.51,-2,Body Smart
2024-07-21 09:15:50,8,17.72,-2,Body Smart
2024-07-21 09:15:50,76,57.49,-2,Body Smart
2024-07-21 09:15:50,77,42.660000000000004,-2,Body Smart
2024-07-21 09:15:50,88,3.02,-2,Body Smart
2024-07-21 09:15:50,170,3.2,-1,Body Smart
2024-07-21 09:15:50,226,1760.0,0,Body Smart
2024-07-21 09:15:50,6,22.648,-3,Body Smart
2024-07-21 07:22:21,1,78.551,-3,Body Smart
2024-07-21 07:22:21,5,60.59,-2,Body Smart
2024-07-21 07:22:21,8,17.95,-2,Body Smart
2024-07-21 07:22:21,76,57.57,-2,Body Smart
2024-07-21 07:22:21,77,42.45,-2,Body Smart
2024-07-21 07:22:21,88,3.02,-2,Body Smart
2024-07-21 07:22:21,170,3.3000000000000003,-1,Body Smart
2024-07-21 07:22:21,226,1763.0,0,Body Smart
2024-07-21 07:22:21,6,22.851,-3,Body Smart
2024-07-20 23:54:55,1,78.82600000000001,-3,Body Smart
2024-07-20 23:54:55,5,61.27,-2,Body Smart
2024-07-20 23:54:55,8,17.55,-2,Body Smart
2024-07-20 23:54:55,76,58.21,-2,Body Smart
2024-07-20 23:54:55,77,43.57,-2,Body Smart
2024-07-20 23:54:55,88,3.0500000000000003,-2,Body Smart
2024-07-20 23:54:55,170,3.2,-1,Body Smart
2024-07-20 23:54:55,226,1783.0,0,Body Smart
2024-07-20 23:54:55,6,22.264,-3,Body Smart
2024-07-20 18:55:14,1,79.423,-3,Body Smart
2024-07-20 18:55:14,5,61.95,-2,Body Smart
2024-07-20 18:55:14,8,17.47,-2,Body Smart
2024-07-20 18:55:14,76,58.85,-2,Body Smart
2024-07-20 18:55:14,77,44.660000000000004,-2,Body Smart
2024-07-20 18:55:14,88,3.09,-2,Body Smart
2024-07-20 18:55:14,170,3.1,-1,Body Smart
2024-07-20 18:55:14,226,1804.0,0,Body Smart
2024-07-20 18:55:14,6,21.996000000000002,-3,Body Smart
2024-07-20 10:29:22,1,79.22,-3,Body Smart
2024-07-20 10:29:22,5,62.17,-2,Body Smart
2024-07-20 10:29:22,8,17.04,-2,Body Smart
2024-07-20 10:29:22,76,59.06,-2,Body Smart
2024-07-20 10:29:22,77,45.22,-2,Body Smart
2024-07-20 10:29:22,88,3.1,-2,Body Smart
2024-07-20 10:29:22,170,3.1,-1,Body Smart
2024-07-20 10:29:22,226,1810.0,0,Body Smart
2024-07-20 10:29:22,6,21.51,-3,Body Smart
2024-07-20 07:21:59,1,79.065,-3,Body Smart
2024-07-20 07:21:59,5,61.300000000000004,-2,Body Smart
2024-07-20 07:21:59,8,17.75,-2,Body Smart
2024-07-20 07:21:59,76,58.24,-2,Body Smart
2024-07-20 07:21:59,77,43.83,-2,Body Smart
2024-07-20 07:21:59,88,3.06,-2,Body Smart
2024-07-20 07:21:59,170,3.2,-1,Body Smart
2024-07-20 07:21:59,226,1784.0,0,Body Smart
2024-07-20 07:21:59,6,22.45,-3,Body Smart
2024-07-19 21:29:32,1,79.244,-3,Body Smart
2024-07-19 21:29:32,5,62.46,-2,Body Smart
2024-07-19 21:29:32,8,16.78,-2,Body Smart
2024-07-19 21:29:32,76,59.34,-2,Body Smart
2024-07-19 21:29:32,77,46.2,-2,Body Smart
2024-07-19 21:29:32,88,3.12,-2,Body Smart
2024-07-19 21:29:32,170,3.0,-1,Body Smart
2024-07-19 21:29:32,226,1818.0,0,Body Smart
2024-07-19 21:29:32,6,21.175,-3,Body Smart
2024-07-19 21:00:42,1,78.933,-3,Body Smart
2024-07-19 21:00:42,5,62.620000000000005,-2,Body Smart
2024-07-19 21:00:42,8,16.31,-2,Body Smart
2024-07-19 21:00:42,76,59.49,-2,Body Smart
2024-07-19 21:00:42,77,46.69,-2,Body Smart
2024-07-19 21:00:42,88,3.12,-2,Body Smart
2024-07-19 21:00:42,170,2.9000000000000004,-1,Body Smart
2024-07-19 21:00:42,226,1822.0,0,Body Smart
2024-07-19 21:00:42,6,20.663,-3,Body Smart
2024-07-19 04:17:56,1,78.133,-3,Body Smart
2024-07-19 04:17:56,5,60.5,-2,Body Smart
2024-07-19 04:17:56,8,17.63,-2,Body Smart
2024-07-19 04:17:56,76,57.480000000000004,-2,Body Smart
2024-07-19 04:17:56,77,42.480000000000004,-2,Body Smart
2024-07-19 04:17:56,88,3.0100000000000002,-2,Body Smart
2024-07-19 04:17:56,170,3.2,-1,Body Smart
2024-07-19 04:17:56,226,1760.0,0,Body Smart
2024-07-19 04:17:56,6,22.564,-3,Body Smart
2024-07-18 20:12:58,1,78.551,-3,Body Smart
2024-07-18 20:12:58,5,60.96,-2,Body Smart
2024-07-18 20:12:58,8,17.580000000000002,-2,Body Smart
2024-07-18 20:12:58,76,57.92,-2,Body Smart
2024-07-18 20:12:58,77,43.24,-2,Body Smart
2024-07-18 20:12:58,88,3.04,-2,Body Smart
2024-07-18 20:12:58,170,3.2,-1,Body Smart
2024-07-18 20:12:58,226,1774.0,0,Body Smart
2024-07-18 20:12:58,6,22.38,-3,Body Smart
2024-07-18 17:17:44,1,78.288,-3,Body Smart
2024-07-18 17:17:44,5,60.85,-2,Body Smart
2024-07-18 17:17:44,8,17.42,-2,Body Smart
2024-07-18 17:17:44,76,57.82,-2,Body Smart
2024-07-18 17:17:44,77,42.87,-2,Body Smart
2024-07-18 17:17:44,88,3.0300000000000002,-2,Body Smart
2024-07-18 17:17:44,170,3.2,-1,Body Smart
2024-07-18 17:17:44,226,1770.0,0,Body Smart
2024-07-18 17:17:44,6,22.251,-3,Body Smart
2024-07-18 12:57:29,1,77.356,-3,Body Smart
2024-07-18 12:57:29,5,60.47,-2,Body Smart
2024-07-18 12:57:29,8,16.87,-2,Body Smart
2024-07-18 12:57:29,76,57.45,-2,Body Smart
2024-07-18 12:57:29,77,42.81,-2,Body Smart
2024-07-18 12:57:29,88,3.02,-2,Body Smart
2024-07-18 12:57:29,170,3.1,-1,Body Smart
2024-07-18 12:57:29,226,1758.0,0,Body Smart
2024-07-18 12:57:29,6,21.808,-3,Body Smart
2024-07-18 10:28:20,1,77.34400000000001,-3,Body Smart
2024-07-18 10:28:20,5,60.67,-2,Body Smart
2024-07-18 10:28:20,8,16.66,-2,Body Smart
2024-07-18 10:28:20,76,57.64,-2,Body Smart
2024-07-18 10:28:20,77,43.01,-2,Body Smart
2024-07-18 10:28:20,88,3.0300000000000002,-2,Body Smart
2024-07-18 10:28:20,170,3.1,-1,Body Smart
2024-07-18 10:28:20,226,1763.0,0,Body Smart
2024-07-18 10:28:20,6,21.54,-3,Body Smart
2024-07-18 04:31:15,1,77.965,-3,Body Smart
2024-07-18 04:31:15,5,60.63,-2,Body Smart
2024-07-18 04:31:15,8,17.330000000000002,-2,Body Smart
2024-07-18 04:31:15,76,57.6,-2,Body Smart
2024-07-18 04:31:15,77,42.71,-2,Body Smart
2024-07-18 04:31:15,88,3.02,-2,Body Smart
2024-07-18 04:31:15,170,3.2,-1,Body Smart
2024-07-18 04:31:15,226,1763.0,0,Body Smart
2024-07-18 04:31:15,6,22.228,-3,Body Smart
2024-07-17 20:53:29,1,78.36,-3,Body Smart
2024-07-17 20:53:29,5,61.44,-2,Body Smart
2024-07-17 20:53:29,8,16.91,-2,Body Smart
2024-07-17 20:53:29,76,58.370000000000005,-2,Body Smart
2024-07-17 20:53:29,77,44.04,-2,Body Smart
2024-07-17 20:53:29,88,3.06,-2,Body Smart
2024-07-17 20:53:29,170,3.1,-1,Body Smart
2024-07-17 20:53:29,226,1787.0,0,Body Smart
2024-07-17 20:53:29,6,21.580000000000002,-3,Body Smart
2024-07-17 18:09:06,1,78.36,-3,Body Smart
2024-07-17 18:09:06,5,61.39,-2,Body Smart
2024-07-17 18:09:06,8,16.96,-2,Body Smart
2024-07-17 18:09:06,76,58.32,-2,Body Smart
2024-07-17 18:09:06,77,44.480000000000004,-2,Body Smart
2024-07-17 18:09:06,88,3.06,-2,Body Smart
2024-07-17 18:09:06,170,3.1,-1,Body Smart
2024-07-17 18:09:06,226,1786.0,0,Body Smart
2024-07-17 18:09:06,6,21.644000000000002,-3,Body Smart
2024-07-16 22:02:24,1,78.21600000000001,-3,Body Smart
2024-07-16 22:02:24,5,61.08,-2,Body Smart
2024-07-16 22:02:24,8,17.12,-2,Body Smart
2024-07-16 22:02:24,76,58.03,-2,Body Smart
2024-07-16 22:02:24,77,43.480000000000004,-2,Body Smart
2024-07-16 22:02:24,88,3.0500000000000003,-2,Body Smart
2024-07-16 22:02:24,170,3.1,-1,Body Smart
2024-07-16 22:02:24,226,1777.0,0,Body Smart
2024-07-16 22:02:24,6,21.888,-3,Body Smart
2024-07-16 18:17:55,1,78.67,-3,Body Smart
2024-07-16 18:17:55,5,61.370000000000005,-2,Body Smart
2024-07-16 18:17:55,8,17.29,-2,Body Smart
2024-07-16 18:17:55,76,58.300000000000004,-2,Body Smart
2024-07-16 18:17:55,77,44.35,-2,Body Smart
2024-07-16 18:17:55,88,3.06,-2,Body Smart
2024-07-16 18:17:55,170,3.1,-1,Body Smart
2024-07-16 18:17:55,226,1786.0,0,Body Smart
2024-07-16 18:17:55,6,21.978,-3,Body Smart
2024-07-16 18:01:57,1,79.053,-3,Body Smart
2024-07-16 18:01:57,5,61.51,-2,Body Smart
2024-07-16 18:01:57,8,17.54,-2,Body Smart
2024-07-16 18:01:57,76,58.43,-2,Body Smart
2024-07-16 18:01:57,77,44.27,-2,Body Smart
2024-07-16 18:01:57,88,3.0700000000000003,-2,Body Smart
2024-07-16 18:01:57,170,3.2,-1,Body Smart
2024-07-16 18:01:57,226,1790.0,0,Body Smart
2024-07-16 18:01:57,6,22.188,-3,Body Smart
2024-07-16 04:19:51,1,78.037,-3,Body Smart
2024-07-16 04:19:51,5,60.31,-2,Body Smart
2024-07-16 04:19:51,8,17.72,-2,Body Smart
2024-07-16 04:19:51,76,57.300000000000004,-2,Body Smart
2024-07-16 04:19:51,77,42.18,-2,Body Smart
2024-07-16 04:19:51,88,3.0,-2,Body Smart
2024-07-16 04:19:51,170,3.2,-1,Body Smart
2024-07-16 04:19:51,226,1754.0,0,Body Smart
2024-07-16 04:19:51,6,22.707,-3,Body Smart
2024-07-15 17:02:29,1,79.495,-3,Body Smart
2024-07-15 17:02:29,5,62.120000000000005,-2,Body Smart
2024-07-15 17:02:29,8,17.37,-2,Body Smart
2024-07-15 17:02:29,76,59.01,-2,Body Smart
2024-07-15 17:02:29,77,45.36,-2,Body Smart
2024-07-15 17:02:29,88,3.1,-2,Body Smart
2024-07-15 17:02:29,170,3.1,-1,Body Smart
2024-07-15 17:02:29,226,1809.0,0,Body Smart
2024-07-15 17:02:29,6,21.85,-3,Body Smart
2024-07-15 04:25:27,1,79.041,-3,Body Smart
2024-07-15 04:25:27,5,60.980000000000004,-2,Body Smart
2024-07-15 04:25:27,8,18.05,-2,Body Smart
2024-07-15 04:25:27,76,57.94,-2,Body Smart
2024-07-15 04:25:27,77,43.07,-2,Body Smart
2024-07-15 04:25:27,88,3.04,-2,Body Smart
2024-07-15 04:25:27,170,3.3000000000000003,-1,Body Smart
2024-07-15 04:25:27,226,1775.0,0,Body Smart
2024-07-15 04:25:27,6,22.836000000000002,-3,Body Smart
2024-07-14 17:27:29,1,79.782,-3,Body Smart
2024-07-14 17:27:29,5,62.370000000000005,-2,Body Smart
2024-07-14 17:27:29,8,17.400000000000002,-2,Body Smart
2024-07-14 17:27:29,76,59.25,-2,Body Smart
2024-07-14 17:27:29,77,45.88,-2,Body Smart
2024-07-14 17:27:29,88,3.11,-2,Body Smart
2024-07-14 17:27:29,170,3.1,-1,Body Smart
2024-07-14 17:27:29,226,1816.0,0,Body Smart
